-2.15811,0.23979,0.23979,0.23979,0.23979,0.23979,0.23979,0.23979,0.23979,0.23979
0.23979,-2.15811,0.23979,0.23979,0.23979,0.23979,0.23979,0.23979,0.23979,0.23979
0.23979,0.23979,-2.15811,0.23979,0.23979,0.23979,0.23979,0.23979,0.23979,0.23979
0.23979,0.23979,0.23979,-2.15811,0.23979,0.23979,0.23979,0.23979,0.23979,0.23979
0.23979,0.23979,0.23979,0.23979,-2.15811,0.23979,0.23979,0.23979,0.23979,0.23979
0.23979,0.23979,0.23979,0.23979,0.23979,-2.15811,0.23979,0.23979,0.23979,0.23979
0.23979,0.23979,0.23979,0.23979,0.23979,0.23979,-2.15811,0.23979,0.23979,0.23979
0.23979,0.23979,0.23979,0.23979,0.23979,0.23979,0.23979,-2.15811,0.23979,0.23979
0.23979,0.23979,0.23979,0.23979,0.23979,0.23979,0.23979,0.23979,-2.15811,0.23979
0.23979,0.23979,0.23979,0.23979,0.23979,0.23979,0.23979,0.23979,0.23979,-2.15811
